code,name
000100,유한양행
005950,이수화학
015020,이스타코
014990,인디에프
008500,일정실업
120030,조선선재
185750,종근당
071320,지역난방공사
272450,진에어
011000,진원생명과학
030200,케이티
005420,코스모화학
071950,코아스
192400,쿠쿠홀딩스
015590,큐로
006890,태경화학
214420,토니모리
084870,티비에이치글로벌
091810,티웨이항공
019490,하이트론씨스템즈
000080,하이트진로
071050,한국금융지주
017960,한국카본
161890,한국콜마
034830,한국토지신탁
047810,한국항공우주
003300,한일홀딩스
051600,한전KPS
097230,한진중공업
101530,해태제과식품
011200,현대상선
126560,현대에이치씨엔
001450,현대해상
241590,화승엔터프라이즈
006060,화승인더스트리
000850,화천기공
016580,환인제약
298020,효성티앤씨
093370,후성
079160,CJ CGV
000120,CJ대한통운
037560,CJ헬로
294870,HDC현대산업개발
025000,KPX케미칼
023150,MH에탄올
010950,S-Oil
034120,SBS
017670,SK텔레콤
037270,YG PLUS
000050,경방
004200,고려개발
005320,국동
002720,국제약품
001570,금양
001260,남광토건
002070,남영비비안
002350,넥센타이어
072710,농심홀딩스
058730,다스코
084690,대상홀딩스
069620,대웅제약
006650,대한유화
004830,덕성
083380,동북아13호선박투자
026960,동서
028100,동아지질
006040,동원산업
003160,디아이
007340,디티알오토모티브
026890,디피씨
027740,마니커
088980,맥쿼리인프라
017180,명문제약
009680,모토닉
134380,미원화학
096300,베트남개발1
018260,삼성에스디에스
010140,삼성중공업
016360,삼성증권
002170,삼양통상
002810,삼영무역
009770,삼정펄프
010960,삼호개발
000390,삼화페인트공업
248170,샘표식품
003080,성보화학
134790,시디즈
011930,신성이엔지
001720,신영증권
001770,신화실업
102280,쌍방울
183190,아세아시멘트
138250,엔에스쇼핑
015360,예스코홀딩스
000910,유니온
011330,유니켐
001200,유진증권
003460,유화증권
084680,이월드
020760,일진디스플
063160,종근당바이오
010640,진양폴리우레탄
051630,진양화학
002780,진흥기업
044820,코스맥스비티아이
005070,코스모신소재
002020,코오롱
031820,콤텍시스템
007980,태평양물산
078000,텔코웨어
004870,티웨이홀딩스
005690,파미셀
016800,퍼시스
007630,폴루스바이오팜
005810,풍산홀딩스
099340,하나니켈1호
071090,하이스틸
005430,한국공항
004090,한국석유공업
002200,한국수출포장공업
123890,한국자산신탁
060980,한라홀딩스
020000,한섬
004150,한솔홀딩스
011700,한신기계공업
012450,한화에어로스페이스
005440,현대그린푸드
009540,현대중공업
267250,현대중공업지주
094280,효성 ITX
298000,효성화학
005870,휴니드테크놀러지스
095570,AJ네트웍스
068400,AJ렌터카
000990,DB하이텍
069730,DSR제강
096760,JW홀딩스
044450,KSS해운
093050,LF
011070,LG이노텍
108670,LG하우시스
079550,LIG넥스원
006260,LS
000680,LS네트웍스
035420,NAVER
005940,NH투자증권
008260,NI스틸
210980,SK디앤디
001510,SK증권
285130,SK케미칼
005610,SPC삼립
035250,강원랜드
012610,경인양행
009140,경인전자
008870,금비
092440,기신정기
024110,기업은행
008350,남선알미늄
003920,남양유업
019680,대교
008110,대동전자
005750,대림비앤코
117580,대성에너지
012800,대창
001130,대한제분
005880,대한해운
024900,덕양산업
001230,동국제강
002690,동일제강
092200,디아이씨
210540,디와이파워
032350,롯데관광개발
004000,롯데정밀화학
004990,롯데지주
002270,롯데푸드
094800,맵스리얼티1
009580,무림P&P
007120,미래아이앤지
005030,부산주공
006090,사조오양
079660,사조해표
028260,삼성물산
005930,삼성전자
001360,삼성제약
004380,삼익THK
000520,삼일제약
004450,삼화왕관
007860,서연
014910,성문전자
002420,세기상사
003030,세아제강
013000,세우글로벌
021820,세원정공
068270,셀트리온
004970,신라교역
005390,신성통상
006880,신송홀딩스
112610,씨에스윈드
090430,아모레퍼시픽
002030,아세아
002310,아세아제지
010780,아이에스동서
001780,알루코
018250,애경산업
161000,애경유화
012750,에스원
015260,에이엔피
009970,영원무역홀딩스
118000,우리들휴브레인
017370,우신시스템
010400,우진아이엔에스
049800,우진플라임
014830,유니드
003470,유안타증권
011690,유양디앤유
008250,이건산업
001550,조비
000480,조선내화
009310,참엔지니어링
002380,케이씨씨
152330,코리아오토글라스
003070,코오롱글로벌
144620,코오롱머티리얼
284740,쿠쿠홈시스
009410,태영건설
140890,트러스제7호
001020,페이퍼코리아
010770,평화홀딩스
058430,포스코강판
099350,하나니켈2호
006200,한국전자홀딩스
025890,한국주강
003350,한국화장품제조
002390,한독
014790,한라
130660,한전산업
003480,한진중공업홀딩스
180640,한진칼
000880,한화
088350,한화생명
009830,한화케미칼
017800,현대엘리베이터
298040,효성중공업
282330,BGF리테일
097950,CJ제일제당
016610,DB금융투자
139130,DGB금융지주
017940,E1
078930,GS
089470,HDC현대EP
092220,KEC
001940,KISCO홀딩스
092230,KPX홀딩스
003550,LG
100840,S&TC
003570,S&T중공업
036530,S&T홀딩스
018670,SK가스
006120,SK디스커버리
096770,SK이노베이션
002710,TCC동양
013580,계룡건설산업
001140,국보
074610,나노메딕스
006280,녹십자
008060,대덕전자
128820,대성산업
012510,더존비즈온
005960,동부건설
049770,동원F&B
001530,동일방직
241560,두산밥캣
001080,만호제강
090370,메타랩스
012690,모나리자
005360,모나미
008420,문배철강
003650,미창석유공업
155900,바다로19호
001340,백광산업
007210,벽산
003000,부광약품
001270,부국증권
015350,부산도시가스
100220,비상교육
006660,삼성공조
032830,삼성생명
009150,삼성전기
000070,삼양홀딩스
009470,삼화전기
007540,샘표
008490,서흥
075580,세진중공업
017550,수산중공업
035510,신세계I&C
034300,신세계건설
009270,신원
005450,신한
003620,쌍용자동차
007460,에이프로젠 KIC
004250,엔피씨
271560,오리온
006980,우성사료
010600,웰바이오텍
000220,유유제약
093230,이아이디
034590,인천도시가스
000230,일동홀딩스
020150,일진머티리얼즈
103590,일진전기
100250,진양홀딩스
012600,청호컴넷
035720,카카오
009070,케이씨티시
145270,케이탑리츠
053210,케이티스카이라이프
003690,코리안리
005740,크라운해태홀딩스
001420,태원물산
028670,팬오션
090080,평화산업
010100,한국프랜지공업
053690,한미글로벌
009240,한샘
069640,한세엠케이
014680,한솔케미칼
004020,현대제철
093240,형지엘리트
003010,혜인
010690,화신
079980,휴비스
012030,DB
005830,DB손해보험
007700,F&F
007070,GS리테일
234080,JW생명과학
009440,KC그린홀딩스
032640,LG유플러스
066570,LG전자
051910,LG화학
010120,LS산전
002100,경농
010130,고려아연
009290,광동제약
030610,교보증권
007690,국도화학
073240,금호타이어
000270,기아자동차
025860,남해화학
003090,대웅
000430,대원강업
006340,대원전선
024890,대원화성
003490,대한항공
016380,동부제철
002210,동성제약
084670,동양고속
008970,동양철관
030720,동원수산
163560,동일고무벨트
011160,두산건설
034020,두산중공업
286940,롯데정보통신
005300,롯데칠성음료
204320,만도
000060,메리츠화재
014580,백광소재
026940,부국철강
011390,부산산업
005090,삼광글라스
028050,삼성엔지니어링
272550,삼양패키징
002450,삼익악기
004690,삼천리
004410,서울식품공업
002820,선창산업
000180,성창기업지주
001430,세아베스틸
058650,세아홀딩스
027970,세하
145210,세화아이엠씨
004920,씨아이테크
033660,아주캐피탈
101140,아티스
005850,에스엘
900140,엘브이엠씨
007310,오뚜기
079440,오렌지라이프
025820,이구산업
129260,인터지스
015860,일진홀딩스
033240,자화전자
000950,전방
030000,제일기획
004700,조광피혁
001630,종근당홀딩스
013870,지엠비코리아
010580,지코
035000,지투알
109070,컨버즈
120110,코오롱인더
011280,태림포장
019180,티에이치엔
036580,팜스코
010820,퍼스텍
153360,하이골드3호
152550,한국ANKOR유전
010040,한국내화
025540,한국단자공업
002000,한국유리공업
023350,한국종합기술
000240,한국타이어월드와이드
007280,한국특수형강
123690,한국화장품
042700,한미반도체
009180,한솔로지스틱스
213500,한솔제지
018880,한온시스템
009420,한올바이오파마
195870,해성디에스
143210,핸즈코퍼레이션
000720,현대건설
079430,현대리바트
002460,화성산업
010660,화천기계
032560,황금에스티
298050,효성첨단소재
005010,휴스틸
069260,휴켐스
006840,AK홀딩스
155660,DSR
039570,HDC아이콘트롤스
175330,JB금융지주
119650,KC코트렐
030210,KTB투자증권
001120,LG상사
051900,LG생활건강
229640,LS전선아시아
034310,NICE
004060,SG세계물산
009160,SIMPAC
000660,SK하이닉스
000500,가온전선
012200,계양전기
002140,고려산업
002990,금호산업
011780,금호석유화학
005720,넥센
003580,넥스트사이언스
004370,농심
023590,다우기술
000490,대동공업
042660,대우조선해양
003830,대한화섬
069460,대호에이엘
145720,덴티움
282690,동아타이어
092780,동양피스톤
014820,동원시스템즈
000020,동화약품
000150,두산
013570,디와이
280360,롯데제과
025560,미래산업
003610,방림
006110,삼아알미늄
001820,삼화콘덴서공업
075180,새론오토모티브
004360,세방
019440,세아특수강
033530,세종공업
029530,신도리코
004170,신세계
031430,신세계인터내셔날
031440,신세계푸드
003410,쌍용양회공업
008700,아남전자
002250,알보젠코리아
023960,에쓰씨엔지니어링
140910,에이리츠
009810,엔케이물산
002630,오리엔트바이오
001800,오리온홀딩스
004720,우리들제약
077500,유니퀘스트
000700,유수홀딩스
007660,이수페타시스
102460,이연제약
007110,일신석재
007570,일양약품
081000,일진다이아
004910,조광페인트
044380,주연테크
003780,진양산업
281820,케이씨텍
058860,케이티스
039490,키움증권
015890,태경산업
017810,풀무원
000140,하이트진로홀딩스
002960,한국쉘석유
002300,한국제지
024720,한국콜마홀딩스
161390,한국타이어
011500,한농화성
008930,한미사이언스
016450,한세예스24홀딩스
004960,한신공영
001750,한양증권
014130,한익스프레스
052690,한전기술
000370,한화손해보험
003530,한화투자증권
086280,현대글로비스
069960,현대백화점
267260,현대일렉트릭
005380,현대자동차
001500,현대차증권
227840,현대코퍼레이션홀딩스
013520,화승알앤에이
133820,화인베스틸
003280,흥아해운
001460,BYC
004840,DRB동일
058850,KTcs
181710,NHN엔터테인먼트
077970,STX엔진
000860,강남제비스코
009450,경동나비엔
017040,광명전기
017900,광전자
037710,광주신세계
083420,그린케미칼
001210,금호전기
000320,노루홀딩스
001680,대상
016710,대성홀딩스
003540,대신증권
009320,대우부품
015230,대창단조
001790,대한제당
002150,도화엔지니어링
005190,동성화학
170900,동아에스티
030790,동양네트웍스
002900,동양물산기업
004890,동일산업
115390,락앤락
015540,메디플란트
138040,메리츠금융지주
008560,메리츠종금증권
006800,미래에셋대우
002840,미원상사
007160,사조산업
001470,삼부토건
041650,상신브레이크
200880,서연이화
017390,서울도시가스
004980,성신양회
011300,성안
016590,신대양제지
002700,신일산업
002870,신풍제지
004080,신흥
011090,에넥스
123700,에스제이엠
025530,에스제이엠홀딩스
003060,에이프로젠제약
006740,영풍제지
012160,영흥철강
070960,용평리조트
000030,우리은행
010050,우리종금
095720,웅진씽크빅
072130,유엔젤
008730,율촌화학
214320,이노션
139480,이마트
000760,이화산업
006490,인스코비
023810,인팩
013360,일성건설
003120,일성신약
003200,일신방직
226320,잇츠한불
006220,제주은행
089590,제주항공
000650,천일고속
033250,체시스
006380,카프로
033780,케이티앤지
264900,크라운제과
012170,키위미디어그룹
055490,테이팩스
047050,포스코대우
103140,풍산
033180,필룩스
086790,하나금융지주
172580,하이골드12호
159650,하이골드8호
015760,한국전력공사
003680,한성기업
010420,한솔피엔에스
025750,한솔홈데코
006390,한일현대시멘트
005110,한창
064350,현대로템
012330,현대모비스
010620,현대미포조선
004310,현대약품
011210,현대위아
011760,현대종합상사
004800,효성
081660,휠라코리아
000540,흥국화재
051500,CJ프레시웨이
037370,EG
079190,EMW
130500,GH신소재
083450,GST
024120,KB오토시스
060250,NHN한국사이버결제
032540,TJ미디어
038340,UCI
051390,YW
094480,갤럭시아컴즈
063080,게임빌
036190,금화피에스시
089600,나스미디어
085910,네오티스
142280,녹십자엠에스
012340,뉴인텍
085670,뉴프렉스
007720,대명코퍼레이션
078140,대봉엘에스
065690,대진디엠피
023910,대한약품
077360,덕산하이메탈
099410,동방선기
066900,디에이피
092070,디엔에프
079810,디이엔티
033130,디지틀조선
038390,레드캡투어
016100,리더스코스메틱
038290,마크로젠
215200,메가스터디교육
257370,명성티엔에스
250060,모비스
049950,미래컴퍼니
213090,미래테크놀로지
206640,바디텍메드
084990,바이로메드
065940,바이오빌
008470,부스타
138580,비즈니스온
122350,삼기오토모티브
018310,삼목에스폼
023600,삼보판지
009300,삼아제약
011560,세보엠이씨
258830,세종메디칼
091990,셀트리온헬스케어
066910,손오공
033790,스카이문스테크놀로지
049830,승일
010280,쌍용정보통신
136510,쎄미시스코
099320,쎄트렉아이
040910,아이씨디
031310,아이즈비전
052460,아이크래프트
119830,아이텍반도체
067160,아프리카TV
096610,알에프세미
196170,알테오젠
085810,알티캐스트
205500,액션스퀘어
131400,액트
121890,에스디시스템
112240,에스에프씨
160600,에스엔텍
096630,에스코넥
039440,에스티아이
098660,에스티오
176440,에이치엔티
021080,에이티넘인베스트
089530,에이티세미콘
064510,에코마이스터
230360,에코마케팅
036810,에프에스티
054940,엑사이엔씨
205100,엑셈
183490,엔지켐생명과학
061970,엘비세미콘
138690,엘아이에스
090740,연이정보통신
045060,오공
048260,오스템임플란트
138080,오이솔루션
049480,오픈베이스
019210,와이지-원
074600,원익QnC
014190,원익큐브
123100,원익테라세미콘
008290,원풍물산
095270,웨이브일렉트로
065950,웰크론
076080,웰크론한텍
026260,위너지스
036090,위지트
191410,육일씨엔에쓰
215790,이노인스트루먼트
047560,이스트소프트
096040,이트론
049550,잉크테크
079370,제우스
126880,제이엔케이히터
080220,제주반도체
034940,조아제약
033340,좋은사람들
036930,주성엔지니어링
054180,중앙오션
065060,지엔코
111820,지와이커머스
109820,진매트릭스
900090,차이나하오란
004650,창해에탄올
232270,케이비제9호스팩
115500,케이씨에스
042040,케이피엠테크
054410,케이피티유
220260,켐트로스
009730,코센
069110,코스온
166480,코아스템
033290,코웰패션
121850,코이즈
126600,코프라
043590,크로바하이텍
045340,토탈소프트
108230,톱텍
052290,트레이스
105550,트루윈
037070,파세코
150900,파수닷컴
032800,판타지오
056730,포스링크
005670,푸드웰
007330,푸른저축은행
203690,프로스테믹스
024850,피에스엠씨
270520,하나금융10호스팩
067310,하나마이크론
200470,하이셈
222980,한국맥널티
063570,한국전자금융
041460,한국전자인증
078350,한양디지텍
007770,한일화학
086960,한컴MDS
279410,한화에이스스팩4호
076610,해성옵틱스
900270,헝셩그룹
039610,화성밸브
204630,화이브라더스코리아
054620,APS홀딩스
058820,CMG제약
065770,CS
036640,HRS
297570,IBKS제9호스팩
083470,KJ프리텍
122450,KMH
114450,KPX생명과학
024940,PN풍년
950110,SBI핀테크솔루션즈
184230,SGA솔루션즈
063440,SM Life Design
289080,SV인베스트먼트
024840,갑을메탈
900280,골든센츄리
014200,광림
026910,광진실업
043650,국순당
006050,국영지앤엠
060480,국일신동
187790,나노
151910,나노스
039860,나노엔텍
168330,내츄럴엔도텍
092730,네오팜
089140,넥스턴
126870,뉴로스
144960,뉴파워프라즈마
900100,뉴프라이드
020400,대동금속
071460,대유위니아
078600,대주전자재료
096350,대창솔루션
263600,덕우전자
263800,데이타솔루션
281740,동부스팩5호
088130,동아엘텍
110990,디아이티
214680,디알텍
033430,디에스티
050120,라이브플렉스
217500,러셀
238120,로고스바이오
071280,로체시스템즈
267980,매일유업
041920,메디아나
059210,메타바이오메드
080160,모두투어
033200,모아텍
118990,모트렉스
028040,미래SCI
059090,미코
201490,미투온
177350,베셀
250000,보라티알
066980,브레인콘텐츠
251630,브이원텍
033560,블루콤
141000,비아트론
082920,비츠로셀
032850,비트컴퓨터
072950,빛샘전자
014970,삼륭물산
225190,삼양옵틱스
032280,삼일
002290,삼일기업공사
037460,삼지전자
032750,삼진
046390,삼화네트웍스
091580,상신이디피
089980,상아프론테크
038070,서린바이오
046890,서울반도체
018680,서울제약
189860,서전기전
178320,서진시스템
015750,성우하이텍
017510,세명전기
214310,세미콘라이트
058530,슈펙스비앤피
115570,스타플렉스
013810,스페코
025870,신라에스지
036710,심텍홀딩스
066790,씨씨에스
225330,씨엠에스에듀
101240,씨큐브
013990,아가방컴퍼니
092040,아미코젠
038880,아이에이
065660,안트로젠
275630,에스에스알
041510,에스엠
109610,에스와이패널
003800,에이스침대
028300,에이치엘비
043220,에이치엘비파워
226340,에이치엠씨3호스팩
109960,에이프로젠 H&G
073540,에프알텍
273060,엔에이치스팩12호
073110,엘엠에스
170920,엘티씨
032790,엠젠플러스
115960,연우
007530,영신금속
265560,영화테크
036000,예림당
046120,오르비텍
014940,오리엔탈정공
065500,오리엔트정공
109080,옵티시스
072470,우리산업홀딩스
073560,우리손에프앤지
032940,원익
012620,원일특강
097800,윈팩
086390,유니테스트
206650,유바이오로직스
195990,유지인트
091120,이엠텍
035810,이지바이오
216050,인크로스
115310,인포바인
039290,인포뱅크
234920,자이글
040420,정상제이엘에스
090470,제이스텍
052670,제일바이오
023440,제일제강
155960,지디
094850,참좋은여행
071850,캐스텍코리아
072520,케이디 네이쳐 엔 바이오
025880,케이씨피드
046070,코다코
047770,코데즈컴바인
049430,코메론
183300,코미코
041960,코미팜
056360,코위버
200130,콜마비앤에이치
225650,쿠첸
219130,타이거일렉
191420,테고사이언스
131970,테스나
079970,투비소프트
033830,티비씨
131290,티에스이
043200,파루
038950,파인디지털
225590,패션플랫폼
068050,팬엔터테인먼트
222110,팬젠
016670,포비스티앤씨
009520,포스코엠텍
003670,포스코켐텍
141020,포티스
093380,풍강
032580,피델릭스
002230,피에스텍
230240,하나금융7호SPAC
136480,하림
013030,하이록코리아
080720,한국유니온제약
025770,한국정보통신
037230,한국팩키지
264290,한화에이스스팩3호
102210,해덕파워웨이
170030,현대공업
053660,현진소재
011080,형지I&C
028080,휴맥스홀딩스
084110,휴온스글로벌
211270,AP위성
299170,IBKS제10호스팩
950170,JTC
021320,KCC건설
036670,KCI
151860,KG ETS
219550,MP한강
104200,NHN벅스
046140,SBS콘텐츠허브
178920,SKC코오롱PI
052260,SK바이오랜드
048550,SM C&C
123260,STC
052300,W홀딩컴퍼니
024910,경창산업
049080,기가레인
121600,나노신소재
042420,네오위즈홀딩스
041140,넥슨지티
217270,넵튠
039560,다산네트웍스
068240,다원시스
104040,대성파인텍
262830,대신밸런스제4호스팩
005710,대원산업
290380,대유
054670,대한뉴팜
206560,덱스터
025950,동신건설
032960,동일기연
073190,듀오백
109740,디에스케이
127120,디엔에이링크
101000,디엠씨
134580,디엠티
039840,디오
043360,디지아이
068930,디지털대성
171010,램테크놀러지
090360,로보스타
900260,로스웰
012700,리드코프
277070,린드먼아시아
147760,마이크로프랜드
086900,메디톡스
078160,메디포스트
021880,메이슨캐피탈
100030,모바일리더
087260,모바일어플라이언스
161570,미동앤씨네마
064550,바이오니아
043150,바텍
225530,보광산업
014100,보령메디앙스
014470,부방
064480,브리지텍
200780,비씨월드제약
073640,삼원테크
054090,삼진엘앤디
024950,삼천리자전거
017480,삼현철강
006730,서부T&D
079650,서산
140070,서플러스글로벌
045300,성우테크론
049180,셀루메드
108860,셀바스AI
032680,소프트센
035610,솔본
159910,스킨앤스킨
020710,시공테크
215600,신라젠
065350,신성델타테크
056000,신스타임즈
222420,쎄노텍
036010,아비코전자
101390,아이엠
078860,아이오케이
059120,아진엑스텍
041590,에너전트
030270,에스마크
900080,에스앤씨엔진그룹
056190,에스에프에이
054630,에이디칩스
072990,에이치시티
083500,에프엔에스테크
096870,엘디티
123040,엠에스오토텍
067170,오텍
067900,와이엔텍
194610,우성아이비
104830,원익머트리얼즈
030530,원익홀딩스
008370,원풍
196700,웹스
069080,웹젠
044340,위닉스
036200,유니셈
264450,유비쿼스
078070,유비쿼스홀딩스
084370,유진테크
179900,유티아이
039020,이건홀딩스
067920,이글루시큐리티
033110,이디
054210,이랜텍
036260,이매진아시아
088290,이원컴포텍
033230,인성정보
049070,인탑스
035080,인터파크홀딩스
022220,정산애강
019570,제미니투자
026040,제이에스티나
058420,제이웨이
089790,제이티
101730,조이맥스
086060,진바이오텍
050110,캠시스
024880,케이피에프
052400,코나아이
123410,코리아에프티
029960,코엔텍
950160,코오롱티슈진
182360,큐브엔터
065130,탑엔지니어링
051360,토비스
064760,티씨케이
246690,티에스인베스트먼트
130740,티피씨글로벌
046210,파나진
034230,파라다이스
140860,파크시스템스
038160,팍스넷
119500,포메탈
022100,포스코 ICT
195440,퓨전데이타
053610,프로텍
237750,피앤씨테크
128660,피제이메탈
161580,필옵틱스
284620,하나금융11호스팩
003380,하림지주
039340,한국경제TV
291210,한국제7호스팩
023760,한국캐피탈
050540,한국코퍼레이션
053590,한국테크놀로지
221610,한솔씨앤피
046110,한일네트웍스
016790,현대사료
026180,현대정보기술
145020,휴젤
241520,DSC인베스트먼트
254120,IBKS제5호스팩
264850,IBKS제6호스팩
276920,IBKS제7호스팩
036120,SCI평가정보
099220,SDN
057500,SKC 솔믹스
036490,SK머티리얼즈
079940,가비아
039240,경남스틸
215000,골프존
121440,골프존뉴딘홀딩스
267320,교보7호스팩
204620,글로벌텍스프리
019660,글로본
091970,나노캠텍
138610,나이벡
007390,네이처셀
033640,네패스
144510,녹십자랩셀
036480,대성미생물
303030,대신밸런스제5호스팩
045390,대아티아이
108380,대양전기공업
140520,대창스틸
131220,대한과학
090410,덕신하우징
067990,도이치모터스
005160,동국산업
086450,동국제약
005290,동진쎄미켐
090710,디에스티로봇
131180,딜리
171120,라이온켐텍
069540,라이트론
047440,레이젠
067730,로지시스
082800,루미마이크로
042500,링네트
241770,메카로
006920,모헨즈
207760,미스터블루
053030,바이넥스
086820,바이오솔루션
032980,바이온
148140,비디아이
083650,비에이치아이
143240,사람인에이치알
082660,삼우엠스
263810,상신전자
042600,새로닉스
093920,서원인텍
065710,서호전기
043260,성호전자
234100,세원
024830,세원물산
039310,세중
068760,셀트리온제약
050960,수산아이앤티
253450,스튜디오드래곤
039670,스포츠서울
017000,신원종합개발
056700,신화인터텍
160980,싸이맥스
122800,썬텍
264660,씨앤지하이테크
096530,씨젠
036170,씨티젠
067390,아스트
154030,아시아종묘
227610,아우딘퓨쳐스
099190,아이센스
123750,알톤스포츠
073070,에스모
065420,에스아이리소스
041910,에스텍파마
052020,에스티큐브
043340,에쎈테크
044780,에이치케이
038110,에코플라스틱
217820,엔에스
256630,엔에이치스팩10호
083310,엘오티베큠
037950,엘컴텍
097520,엠씨넥스
052420,오성첨단소재
153490,우리이앤엘
066590,우수AMS
192390,윈하이텍
089850,유비벨록스
272290,이녹스첨단소재
053350,이니텍
065440,이루온
058450,일야
045510,정원엔시스
065620,제낙스
122310,제노레이
187420,제노포커스
033100,제룡전기
033320,제이씨현시스템
082270,젬백스
043610,지니뮤직
066360,체리부로
047820,초록뱀
043290,케이맥
093320,케이아이엔엑스
073010,케이에스피
105330,케이엔더블유
036690,코맥스
089890,코세스
241710,코스메카코리아
052330,코텍
115180,큐리언트
016600,큐캐피탈
026150,특수건설
104480,티케이케미칼
081150,티플랙스
027710,팜스토리
060900,퍼시픽바이오
023900,풍국주정
051380,피씨디렉트
241820,피씨엘
031980,피에스케이
087600,픽셀플러스
235010,하이에이아이1호스팩
066130,하츠
271740,한국제5호스팩
054040,한국컴퓨터
005860,한일사료
054920,한컴시큐어
064240,홈캐스트
134780,화진
097870,효성오앤비
060310,3S
035760,CJ ENM
023460,CNH
045890,DB라이텍
068790,DMS
060720,KH바텍
052900,KMH하이텍
065150,MP그룹
040610,SG&G
049470,SGA
048770,TPC
078890,가온미디어
217730,강스템바이오텍
011040,경동제약
098460,고영
038530,골드퍼시픽
227950,골든브릿지제4호스팩
090150,광진윈텍
066620,국보디자인
078130,국일제지
019010,그랜드백화점
900070,글로벌에스엠
036800,나이스정보통신
091590,남화토건
095660,네오위즈
153460,네이블커뮤니케이션즈
092600,넥스트칩
065560,녹원씨엔아이
060260,뉴보텍
064260,다날
093640,다믈멀티미디어
032190,다우데이타
008830,대동기어
017650,대림제지
007680,대원
048910,대원미디어
192080,더블유게임즈
100130,동국S&C
041930,동아화성
228340,동양파일
078590,두올산업
263720,디앤씨미디어
106520,디지탈옵틱
187220,디티앤씨
127160,매직마이크로
080420,모다이노칩
101330,모베이스
029480,바른테크놀로지
038460,바이오스마트
121800,비덴트
086670,비엠티
053700,삼보모터스
054540,삼영엠텍
000250,삼천당제약
063170,서울옥션
011370,서한
037350,성도이엔지
036630,세종텔레콤
208370,셀바스헬스케어
043100,솔고바이오
099440,스맥
033170,시그네틱스
048870,시너지이노베이션
025320,시노펙스
002800,신신제약
243840,신흥에스이씨
049960,쎌바이오텍
047920,씨트리
123860,아나패스
143160,아이디스
032080,아즈텍WB
061040,알에프텍
148250,알엔투테크놀로지
290740,액트로
174900,앱클론
255440,야스
030960,양지사
102120,어보브반도체
